bookingStatus,status1Day,status2Days,status1Week,status1Month
53,0,0,0,0
0,0,0,0,0
87,0,0,0,0
106,0,0,0,0
14,5,5,5,10
348,0,167,182,223
112,0,0,0,15
41,0,0,0,5
47,0,31,35,43
40,0,9,13,14
67,0,0,0,5
0,0,0,0,0
41,0,0,0,0
28,7,12,14,20
22,4,7,16,16
168,70,74,97,117
95,0,0,0,0
95,0,0,0,3
197,14,29,39,43
39,3,3,3,14
46,0,31,35,39
166,10,15,35,81
271,59,123,139,164
110,0,0,0,37
17,0,0,0,0
74,0,0,13,32
32,0,0,0,0
51,30,44,44,46
34,0,0,0,0
100,0,0,5,22
0,0,0,0,0
52,0,29,32,35
51,7,12,14,20
12,1,5,6,7
38,0,0,0,12
46,0,0,0,0
36,3,10,10,21
37,0,0,0,7
0,0,0,0,0
80,3,3,21,27
25,6,8,12,16
6,2,3,3,3
73,0,19,30,40
76,0,0,0,19
29,0,0,1,12
0,0,0,0,0
170,38,53,64,82
14,0,0,4,9
12,0,5,5,5
3,0,0,0,0
127,27,44,49,59
8,0,3,5,5
24,0,0,0,0
121,52,57,62,69
20,0,5,9,11
36,0,0,0,0
251,50,60,80,169
7,1,1,1,1
50,20,20,21,28
21,13,16,18,19
152,39,39,46,78
83,35,40,41,49
31,0,0,0,6
59,22,29,34,37
53,0,0,0,0
8,4,8,8,8
26,0,0,0,0
102,55,55,64,67
62,0,0,0,6
73,0,0,3,8
17,0,0,1,5
137,0,0,0,0
55,6,6,19,19
36,0,0,0,11
33,0,0,0,0
107,0,0,0,3
46,0,5,13,17
188,73,98,100,112
96,2,13,13,41
55,8,15,17,30
62,0,0,0,0
67,1,15,19,30
13,0,0,0,0
101,0,34,35,49
1,1,1,1,1
33,0,0,0,3
30,0,1,1,3
218,0,98,108,125
29,9,18,19,24
9,0,0,0,0
0,0,0,0,0
206,36,51,51,81
24,11,11,12,15
20,0,7,7,10
75,0,0,0,41
195,29,65,79,111
206,0,0,0,50
115,0,0,0,43
83,53,63,66,73
20,5,8,8,10
33,0,0,0,13
131,0,9,40,61
11,0,1,1,1
6,1,1,4,5
55,0,0,0,17
7,0,2,2,5
121,27,31,46,57
83,0,0,0,19
0,0,0,0,0
0,0,0,0,0
27,3,8,12,24
120,0,0,0,0
110,38,75,80,80
62,0,0,11,25
0,0,0,0,0
16,1,5,6,8
133,48,78,86,91
102,0,0,0,33
0,0,0,0,0
26,0,0,0,12
70,35,39,45,45
0,0,0,0,0
172,13,34,50,86
12,0,8,8,8
209,119,125,138,163
57,0,0,5,31
43,13,21,25,30
91,46,61,73,79
7,0,2,3,3
78,31,32,33,48
38,25,28,30,30
41,34,36,36,39
43,7,22,22,31
0,0,0,0,0
26,1,11,16,18
2,0,0,0,0
52,27,27,32,37
48,7,12,15,24
65,0,0,0,0
15,1,3,3,9
0,0,0,0,0
65,0,0,2,8
32,2,20,22,22
13,0,7,9,10
35,0,0,0,15
122,0,5,10,39
6,2,2,2,2
322,28,94,112,200
37,0,0,0,0
133,10,18,26,47
24,0,0,0,0
28,17,18,18,19
4,0,0,3,4
46,29,29,32,38
164,3,20,29,58
83,0,0,0,0
187,20,33,60,79
15,1,4,8,10
24,0,0,0,0
44,10,12,15,24
81,14,16,26,40
12,0,0,0,0
48,22,27,28,34
22,0,0,0,0
47,0,30,32,35
7,1,1,2,5
30,0,0,0,0
15,10,10,10,12
215,0,87,119,142
33,0,2,6,23
76,7,24,28,34
0,0,0,0,0
206,0,18,29,49
83,24,29,35,46
7,0,0,0,0
59,0,0,0,4
108,0,9,22,27
151,0,0,0,21
398,0,159,165,215
0,0,0,0,0
101,50,70,75,83
0,0,0,0,0
0,0,0,0,0
38,0,0,0,0
0,0,0,0,0
0,0,0,0,0
26,0,0,0,0
49,0,0,0,0
25,0,0,0,0
29,0,0,5,14
11,0,2,2,4
110,0,0,0,0
124,0,0,5,15
2,0,0,0,0
39,0,0,0,0
76,0,0,0,23
24,0,0,0,0
53,1,16,18,36
46,0,0,0,0
24,0,0,0,0
68,35,43,46,57
51,0,10,19,28
24,0,0,0,0
139,0,21,39,69
10,0,0,0,2
178,2,16,41,64
5,0,0,0,5
177,0,0,0,0
15,4,9,11,13
7,0,0,0,4
125,0,0,1,12
0,0,0,0,0
79,0,0,6,18
17,0,12,14,17
139,0,0,7,19
19,0,0,0,2
64,33,39,48,50
41,0,0,0,0
13,0,0,0,0
14,3,3,3,3
29,0,0,0,7
22,0,0,0,0
90,0,1,8,41
65,0,0,0,0
32,11,21,22,25
0,0,0,0,0
65,31,33,33,34
63,0,0,1,17
85,0,0,16,28
79,0,0,0,3
152,81,87,87,93
300,0,7,25,118
0,0,0,0,0
209,100,108,135,137
60,0,9,14,27
29,0,18,21,22
105,0,23,28,65
197,44,78,87,123
5,0,1,1,2
25,13,16,19,20
76,0,0,0,0
27,12,15,15,17
65,28,28,32,36
0,0,0,0,0
33,0,2,6,21
6,0,0,0,0
0,0,0,0,0
77,0,0,0,8
10,0,10,10,10
9,3,3,4,6
111,9,20,21,24
43,0,0,0,9
183,0,0,0,46
0,0,0,0,0
59,0,39,39,40
45,0,14,14,18
8,0,0,0,0
96,0,0,0,0
181,0,0,4,49
105,44,51,59,61
101,0,0,0,0
38,11,14,16,18
6,0,4,4,4
19,0,0,0,0
13,0,2,2,7
25,0,0,5,9
88,0,0,3,7
218,1,59,70,81
25,0,0,3,17
273,0,0,3,34
51,13,16,21,31
4,0,0,0,0
143,0,0,0,31
30,0,0,0,3
84,0,0,0,0
41,3,6,10,14
9,0,2,3,3
50,0,0,0,0
98,0,6,16,28
38,0,0,1,11
12,0,0,1,8
209,16,62,101,113
157,38,81,83,84
76,26,31,42,62
41,2,2,4,6
66,0,0,7,9
0,0,0,0,0
48,28,32,32,37
3,0,1,1,1
14,0,13,13,13
116,0,0,27,48
21,0,0,3,4
38,0,0,10,18
74,4,14,25,33
48,0,0,1,14
0,0,0,0,0
68,0,7,14,18
98,0,0,0,26
110,1,24,35,42
13,0,3,4,8
21,0,0,0,2
57,0,0,0,0
76,0,0,8,23
7,5,5,5,5
78,0,0,0,0
0,0,0,0,0
16,2,9,9,9
24,0,0,0,0
104,0,11,14,48
45,5,14,14,27
43,19,25,27,28
36,19,20,21,21
192,3,18,36,52
164,0,0,5,17
51,0,0,0,2
56,0,25,25,41
48,0,3,8,22
70,33,40,53,65
46,0,0,19,25
169,0,34,45,73
59,0,0,0,0
0,0,0,0,0
112,63,73,82,93
4,0,0,0,0
90,0,0,0,0
0,0,0,0,0
60,0,0,0,0
0,0,0,0,0
60,19,24,24,29
25,0,0,1,10
5,0,0,0,5
143,0,0,14,35
75,45,50,52,56
0,0,0,0,0
62,35,39,41,47
302,21,77,91,142
0,0,0,0,0
0,0,0,0,0
134,0,33,49,85
203,0,0,4,28
67,15,33,35,53
54,0,0,0,0
13,4,8,10,10
19,4,5,6,9
8,1,5,6,6
163,77,85,89,92
7,3,3,3,3
26,1,1,7,7
193,84,104,104,128
94,46,49,51,69
11,0,0,5,11
0,0,0,0,0
38,0,4,4,15
15,0,0,0,0
28,0,0,0,0
40,0,0,0,0
84,0,21,24,35
78,0,15,18,29
68,0,0,0,3
0,0,0,0,0
146,0,0,0,0
22,0,0,0,0
11,7,7,9,9
48,4,8,18,27
0,0,0,0,0
74,14,35,37,50
52,17,31,36,41
120,11,28,32,44
73,41,42,47,51
14,0,0,0,0
24,4,20,20,22
32,0,13,13,13
6,5,5,5,5
0,0,0,0,0
0,0,0,0,0
166,0,25,35,74
125,0,0,9,55
95,15,39,39,41
161,31,37,66,79
139,0,9,28,56
169,0,82,96,113
18,10,13,14,17
69,38,44,45,47
12,0,0,0,0
266,0,4,64,104
73,0,0,0,23
14,2,11,12,12
35,0,0,0,0
13,3,9,9,11
7,0,0,0,3
52,0,19,32,38
25,22,22,22,25
50,0,0,0,4
26,5,5,7,8
170,0,18,50,63
55,0,0,0,18
38,10,11,14,24
150,11,46,62,88
67,0,0,0,0
64,0,0,0,0
16,0,4,10,14
22,0,3,5,11
27,3,3,5,7
20,0,0,0,0
5,0,0,0,0
0,0,0,0,0
20,11,12,12,12
129,0,0,0,0
35,2,10,12,17
134,4,34,52,67
158,0,0,4,24
104,0,0,0,0
38,0,22,23,29
154,22,43,52,82
57,11,25,28,35
38,0,0,0,3
42,15,17,18,25
15,0,6,12,13
10,4,4,4,5
0,0,0,0,0
67,21,22,26,35
76,0,0,0,35
76,42,47,57,59
68,6,26,28,37
25,0,8,8,8
216,1,14,19,56
89,0,0,5,27
0,0,0,0,0
82,0,0,37,40
0,0,0,0,0
46,0,0,0,0
82,0,0,0,0
73,2,14,23,31
37,7,7,20,22
23,2,4,5,8
189,0,0,24,60
24,0,0,0,0
0,0,0,0,0
7,2,2,2,5
35,11,20,24,24
0,0,0,0,0
0,0,0,0,0
54,12,14,17,29
60,8,15,21,34
21,18,19,19,19
31,0,0,0,0
3,0,0,0,1
113,0,0,0,0
19,0,0,0,0
41,0,0,4,9
75,0,0,4,35
0,0,0,0,0
4,0,0,0,0
19,0,0,0,0
41,0,0,0,0
120,40,62,68,85
17,6,6,12,12
82,0,0,0,18
0,0,0,0,0
73,8,19,28,39
12,0,0,0,0
4,0,0,0,0
152,49,61,62,89
17,0,1,4,5
49,23,26,32,36
62,0,3,6,21
20,0,0,1,1
76,0,0,0,0
0,0,0,0,0
22,3,3,5,5
154,29,62,66,86
190,0,18,51,69
0,0,0,0,0
47,3,9,14,28
44,0,0,0,0
113,33,37,43,51
0,0,0,0,0
109,0,0,3,18
132,64,71,74,85
8,0,0,0,0
55,5,11,14,24
0,0,0,0,0
22,14,14,20,20
62,33,43,43,44
47,0,0,0,36
95,66,72,80,84
65,30,38,38,41
14,6,6,6,7
63,13,17,21,25
60,0,0,4,27
43,0,0,0,0
147,14,25,42,67
13,0,13,13,13
137,0,12,23,59
82,0,0,13,33
43,0,12,17,22
91,0,0,3,47
18,11,12,14,16
100,26,33,34,48
29,0,2,3,15
29,0,0,0,0
141,0,0,1,64
49,0,0,0,0
5,0,0,0,0
5,0,0,0,0
86,0,0,0,19
0,0,0,0,0
0,0,0,0,0
62,0,0,0,0
99,0,0,0,0
73,0,0,0,0
157,73,105,110,123
110,0,0,0,47
69,0,0,0,0
45,0,14,15,26
77,0,6,10,26
55,1,3,8,18
52,0,0,0,17
15,5,5,5,5
8,0,0,0,0
75,0,0,0,22
89,9,45,46,56
128,0,40,44,83
73,0,0,0,23
272,0,25,36,72
81,0,0,0,8
111,0,3,0,19
228,22,34,37,56
7,0,1,1,2
14,8,9,11,12
66,0,0,0,0
36,18,26,27,32
126,0,0,0,27
52,0,9,21,21
89,0,0,0,22
45,0,2,8,31
52,0,0,0,25
172,0,0,81,94
47,0,0,0,15
99,31,56,71,85
46,29,31,31,37
44,0,0,0,4
11,0,0,0,0
0,0,0,0,0
0,0,0,0,0
26,0,0,2,6
189,0,20,36,92
148,0,0,41,71
122,0,8,17,37
19,0,0,0,10
79,28,32,40,56
11,1,1,1,1
23,0,0,0,2
10,0,0,0,0
42,0,0,0,0
295,16,41,44,52
119,0,0,0,0
24,0,0,0,0
12,0,0,0,0
18,8,8,8,8
19,11,11,11,13
25,7,7,10,10
21,4,8,10,13
43,1,1,1,21
10,0,5,5,5
12,0,1,2,6
25,0,17,18,21
0,0,0,0,0
14,0,0,0,0
144,22,35,48,63
52,0,0,0,0
82,0,0,0,0
37,0,0,3,10
75,0,4,25,44
31,12,12,13,19
92,0,2,13,51
27,9,13,23,26
0,0,0,0,0
90,21,27,34,39
87,0,0,11,45
26,0,0,0,6
110,0,0,0,0
21,0,0,0,0
31,0,0,5,7
14,0,0,0,0
0,0,0,0,0
13,0,0,0,0
164,119,123,132,138
234,8,45,58,84
44,0,0,0,24
0,0,0,0,0
209,0,0,0,37
6,0,0,1,5
7,0,0,0,0
49,19,25,25,26
43,0,2,7,13
11,0,0,0,0
0,0,0,0,0
65,6,9,14,15
20,0,0,0,0
66,0,0,0,9
23,0,17,17,21
18,0,0,0,11
71,0,0,0,0
27,0,0,0,0
24,11,14,16,16
19,0,0,0,0
74,0,0,0,0
0,0,0,0,0
17,0,0,0,0
38,0,0,0,2
0,0,0,0,0
87,0,0,0,9
39,12,14,15,20
19,7,7,7,7
12,0,0,0,0
0,0,0,0,0
61,13,19,22,27
26,13,15,15,15
44,0,22,28,28
52,0,10,11,35
61,29,31,33,46
6,0,0,0,0
2,0,0,0,0
129,24,45,50,85
0,0,0,0,0
49,9,16,17,22
24,0,0,0,2
25,0,0,0,10
31,2,4,4,16
14,5,6,6,10
79,0,51,53,59
1,0,1,1,1
12,3,4,8,8
111,0,0,0,10
0,0,0,0,0
27,8,11,13,16
5,0,0,0,3
133,0,0,1,40
1,0,0,1,1
0,0,0,0,0
6,0,0,0,0
34,13,22,23,26
50,45,48,48,48
12,4,7,8,10
17,0,5,6,10
30,0,0,0,0
165,24,52,53,62
50,0,0,0,19
194,65,100,106,118
16,0,0,0,0
0,0,0,0,0
2,0,0,0,0
67,0,0,0,0
73,0,0,0,0
11,0,0,0,0
72,0,45,45,54
57,0,0,0,0
17,0,6,7,9
0,0,0,0,0
106,4,7,11,22
0,0,0,0,0
0,0,0,0,0
97,0,0,4,25
6,0,0,0,1
25,6,13,15,17
16,7,7,7,13
0,0,0,0,0
2,2,2,2,2
0,0,0,0,0
69,0,0,0,13
2,0,0,0,0
11,2,3,3,3
42,18,24,29,37
6,3,3,3,6
67,0,7,33,47
55,0,0,0,2
159,0,10,29,67
18,6,8,8,10
33,0,0,0,8
3,0,0,0,0
23,16,16,18,19
48,0,0,0,14
8,0,4,4,4
56,0,0,1,27
16,0,0,0,0
13,0,0,1,2
138,0,0,9,61
55,20,26,26,27
34,0,0,0,8
44,0,0,2,12
135,8,31,31,76
0,0,0,0,0
24,0,0,0,0
51,0,0,3,20
6,0,0,0,0
29,3,3,3,7
51,38,40,41,42
0,0,0,0,0
58,0,0,0,3
22,9,13,17,17
25,0,0,0,0
289,107,122,136,162
59,26,26,26,33
0,0,0,0,0
11,0,0,0,3
21,0,0,0,0
21,0,0,2,6
27,0,0,0,0
0,0,0,0,0
42,0,1,5,12
110,0,0,16,30
0,0,0,0,0
0,0,0,0,0
76,0,33,36,45
150,0,0,4,19
0,0,0,0,0
28,5,9,16,18
14,0,10,10,11
108,53,67,80,94
68,0,8,9,33
0,0,0,0,0
5,0,4,4,5
177,9,33,65,74
10,0,0,0,0
47,0,8,18,27
16,4,5,5,10
53,6,10,18,35
58,0,0,0,9
204,46,49,54,61
28,0,0,8,19
10,0,1,1,8
37,0,0,0,4
174,0,0,0,14
121,0,0,0,0
84,0,0,0,14
180,47,62,75,113
16,3,7,7,10
183,21,32,58,68
62,0,0,0,0
47,0,1,6,19
47,3,5,6,12
45,8,10,16,31
10,0,0,0,0
75,0,0,22,44
26,0,0,0,1
0,0,0,0,0
114,0,0,0,9
122,35,42,46,60
147,0,0,0,0
18,0,0,3,7
138,63,69,87,93
81,0,2,40,46
91,39,40,44,55
38,0,0,0,5
10,0,0,0,2
37,20,22,25,30
0,0,0,0,0
14,4,6,9,9
68,0,0,0,41
36,0,0,0,15
84,37,50,52,53
5,1,1,1,5
5,0,0,0,0
48,0,25,27,32
63,19,21,23,27
90,0,9,12,40
98,5,13,19,33
15,1,2,2,4
25,0,3,4,8
0,0,0,0,0
3,0,0,0,0
41,0,0,1,9
88,0,0,0,0
89,0,0,0,30
20,4,4,11,12
86,0,0,0,61
7,0,1,3,3
134,0,0,0,57
16,7,7,7,8
34,1,14,14,17
56,15,20,22,40
0,0,0,0,0
98,24,47,49,54
20,0,0,0,9
22,0,4,5,11
30,4,4,4,5
27,0,10,13,15
141,0,14,23,83
77,0,4,6,14
91,0,11,13,55
22,0,0,0,0
60,0,0,0,0
0,0,0,0,0
3,1,1,1,1
7,0,7,7,7
23,0,0,0,7
233,14,33,52,116
88,4,10,27,33
167,88,132,138,140
39,11,18,18,21
346,96,114,127,153
39,8,11,12,20
129,80,101,102,109
46,0,35,37,38
127,0,0,0,15
23,8,14,16,23
4,0,0,1,4
83,0,0,0,11
54,15,16,20,21
7,0,0,4,4
108,0,0,0,0
121,41,49,56,74
0,0,0,0,0
37,0,0,0,0
4,2,2,2,2
0,0,0,0,0
24,20,20,20,20
14,0,0,0,0
0,0,0,0,0
7,0,0,0,1
95,0,17,22,30
46,0,0,0,0
33,11,11,16,18
11,0,0,0,0
35,0,0,0,0
50,0,0,0,0
126,0,0,0,48
26,2,7,7,15
0,0,0,0,0
141,0,0,0,0
148,0,0,0,11
126,71,75,78,95
102,6,10,10,15
32,0,5,6,16
26,6,9,10,13
74,0,18,21,29
74,23,26,45,48
14,5,6,9,11
17,0,0,1,4
148,0,1,21,62
9,4,9,9,9
103,0,0,21,54
13,3,4,4,7
0,0,0,0,0
0,0,0,0,0
132,45,51,61,65
46,9,11,12,20
5,3,3,3,3
242,0,11,23,57
5,5,5,5,5
62,0,0,0,0
27,5,9,9,13
26,4,8,8,12
68,52,52,61,61
51,0,0,0,0
31,0,0,0,5
107,16,19,34,62
108,85,90,92,95
93,0,0,0,0
19,0,0,0,2
72,22,45,47,47
45,0,7,14,26
88,0,0,0,21
80,0,0,0,0
302,21,34,59,119
0,0,0,0,0
57,0,32,32,32
0,0,0,0,0
0,0,0,0,0
2,0,0,0,2
77,0,4,31,33
43,18,19,21,24
22,5,5,8,15
30,0,17,19,20
20,0,0,1,9
50,6,9,9,26
5,0,0,0,0
15,0,0,0,0
19,4,6,6,10
12,7,7,7,7
3,3,3,3,3
23,0,0,0,4
10,0,5,5,8
11,2,2,5,6
38,21,22,22,22
9,0,0,1,1
28,0,0,0,0
63,0,0,0,0
49,0,0,0,14
0,0,0,0,0
15,0,0,1,8
139,0,0,0,14
30,0,7,11,18
34,0,0,0,0
79,0,12,18,43
48,11,13,15,21
39,13,19,21,36
41,0,0,0,0
51,0,0,0,20
115,36,44,49,74
3,0,0,0,3
26,0,0,0,10
21,0,0,0,0
95,0,0,0,0
96,21,24,26,49
236,0,37,42,61
0,0,0,0,0
0,0,0,0,0
5,0,0,0,0
0,0,0,0,0
55,0,0,0,0
19,12,12,12,16
4,0,0,0,0
50,9,15,17,30
64,0,0,0,0
134,0,19,22,105
18,0,0,0,4
35,0,0,0,0
178,0,0,0,0
71,0,28,28,39
79,0,0,12,19
20,0,0,0,0
115,37,42,45,75
78,0,0,6,19
5,4,4,4,5
0,0,0,0,0
58,0,0,0,22
57,0,33,36,42
18,0,9,10,13
49,14,14,19,20
18,0,5,6,14
87,0,35,37,47
34,23,24,24,28
0,0,0,0,0
15,2,3,8,9
8,0,0,0,0
100,0,0,0,0
10,4,4,8,8
20,0,0,7,8
12,2,2,2,9
46,13,16,16,16
123,0,2,27,40
32,0,0,0,1
0,0,0,0,0
6,0,0,0,0
0,0,0,0,0
305,0,35,68,146
0,0,0,0,0
116,1,9,10,32
166,0,9,10,64
32,8,16,17,17
17,0,0,0,2
13,1,2,4,6
28,1,4,4,16
39,16,21,21,22
22,0,4,5,7
77,3,4,9,26
37,19,25,26,29
187,0,9,22,73
6,0,3,3,4
15,0,0,0,5
1,0,1,1,1
21,5,5,6,10
21,6,12,13,13
0,0,0,0,0
26,0,0,0,0
54,0,0,0,29
58,12,17,19,22
45,19,20,25,26
8,0,0,3,5
52,11,21,21,27
12,0,0,0,0
33,0,0,1,18
87,0,0,0,4
10,0,3,3,6
30,0,0,2,5
6,2,2,2,2
16,0,1,1,13
8,0,3,3,3
63,0,0,18,48
34,15,18,21,24
115,0,2,6,30
88,0,0,9,25
189,0,8,26,42
89,0,14,23,30
133,25,38,63,74
38,0,0,0,0
82,0,0,0,6
14,0,0,0,2
18,0,12,12,18
63,30,35,35,40
29,0,2,8,17
17,4,4,4,7
0,0,0,0,0
39,15,21,22,27
0,0,0,0,0
2,0,0,0,0
22,8,12,12,12
108,0,74,90,94
173,0,1,6,36
165,0,0,0,30
0,0,0,0,0
35,0,22,27,34
32,11,17,19,26
9,0,4,6,8
71,0,0,0,0
28,0,13,14,18
40,1,8,8,11
203,0,0,1,17
11,0,0,0,0
62,0,0,0,0
128,0,0,0,78
49,0,0,0,0
13,0,0,0,0
351,0,0,0,13
12,4,5,5,5
144,4,60,60,70
301,59,119,147,197
16,0,1,1,6
11,4,4,6,6
57,0,4,11,11
138,0,0,0,4
0,0,0,0,0
16,0,0,0,6
277,107,144,157,188
43,1,7,7,12
61,28,39,43,45
0,0,0,0,0
72,12,25,26,38
279,31,70,83,118
129,0,0,0,54
12,0,0,3,5
169,0,28,47,65
0,0,0,0,0
99,0,0,26,59
81,0,0,11,33
24,10,11,18,19
487,219,250,260,287
220,11,55,64,80
66,0,0,0,14
29,0,0,3,14
153,0,0,17,61
138,0,0,0,21
0,0,0,0,0
12,3,3,3,10
17,0,4,4,12
103,0,0,15,68
6,0,0,0,1
85,0,0,0,2
62,0,15,22,34
0,0,0,0,0
0,0,0,0,0
94,0,7,11,73
0,0,0,0,0
23,14,14,14,14
4,0,0,0,1
49,0,0,3,23
22,7,12,12,12
0,0,0,0,0
54,42,47,47,47
59,19,31,38,44
159,0,6,16,33
30,2,5,7,18
43,0,0,1,11
13,7,7,7,7
30,0,0,0,1
64,9,19,23,31
64,0,0,12,15
180,25,27,32,51
97,4,27,36,61
13,0,6,8,11
0,0,0,0,0
0,0,0,0,0
201,32,56,99,118
80,0,0,0,26
43,1,10,12,18
9,0,0,0,0
95,7,8,19,49
43,10,10,10,24
43,20,28,33,33
5,0,1,2,2
2,2,2,2,2
29,2,2,3,5
27,0,0,0,0
82,0,0,0,4
10,6,6,6,6
98,9,14,16,69
44,0,4,5,31
27,0,0,0,0
32,10,11,11,15
169,0,1,41,43
113,0,0,0,15
24,0,0,0,1
244,0,29,45,136
13,0,0,0,12
161,0,0,0,58
54,15,16,18,23
0,0,0,0,0
3,0,0,0,0
15,0,0,0,0
55,34,38,40,47
64,10,10,19,19
5,0,0,0,3
21,7,9,11,17
18,1,5,5,9
80,0,0,0,13
68,0,0,0,6
42,0,0,0,2
20,12,12,16,20
25,0,0,0,1
52,30,34,37,46
41,0,0,0,0
176,0,80,101,122
2,0,0,0,0
40,4,19,19,28
57,0,0,0,0
89,0,0,0,0
86,14,28,32,37
21,0,0,0,2
81,13,25,26,42
0,0,0,0,0
6,0,3,3,5
45,0,0,0,22
0,0,0,0,0
112,6,20,28,35
52,0,0,0,21
31,0,0,0,2
151,0,1,14,27
18,12,12,12,14
135,22,33,39,87
156,0,23,33,41
90,0,0,0,12
67,0,0,0,23
108,0,0,0,36
27,0,0,0,0
0,0,0,0,0
12,0,0,0,2
29,17,18,18,18
68,0,0,0,0
74,0,0,0,38
31,0,0,0,0
0,0,0,0,0
0,0,0,0,0
14,0,0,3,4
21,15,16,19,20
104,23,23,28,34
9,0,0,0,0
15,6,6,10,10
8,0,5,5,7
5,1,2,2,3
17,0,0,0,0
13,7,7,9,12
0,0,0,0,0
0,0,0,0,0
97,5,8,10,23
0,0,0,0,0
74,55,59,59,63
14,0,0,0,0
3,1,3,3,3
26,0,0,0,0
0,0,0,0,0
0,0,0,0,0
38,0,3,6,19
45,17,18,19,23
116,0,28,29,51
4,4,4,4,4
0,0,0,0,0
43,3,9,12,15
32,0,0,0,8
54,0,0,0,13
94,28,62,62,65
0,0,0,0,0
3,0,0,0,0
26,0,1,1,5
31,0,2,13,18
85,17,37,52,61
55,9,14,22,23
69,10,17,19,23
87,0,0,0,0
126,0,0,1,14
3,1,3,3,3
39,11,18,21,21
30,0,0,0,0
36,0,0,0,6
12,0,0,1,1
69,0,0,1,14
224,0,0,0,74
22,0,4,9,9
26,17,17,19,19
84,0,7,22,29
30,0,0,0,5
206,22,31,58,93
0,0,0,0,0
0,0,0,0,0
8,0,2,2,2
30,2,4,4,8
40,11,17,19,33
0,0,0,0,0
0,0,0,0,0
78,0,0,0,0
88,0,4,31,38
0,0,0,0,0
7,0,0,0,2
12,4,4,6,7
56,0,0,0,17
58,0,0,0,19
28,0,0,0,0
40,17,18,23,28
27,0,5,8,14
60,0,0,7,12
18,1,3,6,6
8,0,7,7,8
0,0,0,0,0
14,0,0,0,0
56,0,0,0,3
57,0,0,0,2
250,81,94,103,122
168,10,39,40,81
10,5,6,6,8
0,0,0,0,0
184,68,80,95,98
5,2,2,5,5
15,3,10,10,10
53,0,0,0,0
0,0,0,0,0
17,5,12,12,12
0,0,0,0,0
0,0,0,0,0
10,0,0,0,0
5,1,1,2,5
182,0,48,52,68
81,0,0,0,35
142,26,54,55,72
35,0,6,10,10
45,0,0,0,0
13,2,6,7,11
133,0,0,24,53
114,0,2,16,33
1,0,0,0,0
19,9,9,9,12
119,22,27,42,60
19,0,0,0,0
6,3,3,3,6
35,5,6,9,12
47,0,0,0,17
0,0,0,0,0
102,11,12,18,42
4,2,3,3,4
16,7,10,10,14
58,1,23,23,41
99,0,0,0,7
17,14,14,15,15
27,2,6,7,7
10,0,4,4,4
23,4,7,9,11
7,0,7,7,7
0,0,0,0,0
0,0,0,0,0
101,0,0,0,24
85,23,32,35,41
70,47,52,53,57
0,0,0,0,0
77,0,6,9,22
68,0,19,23,45
0,0,0,0,0
16,0,11,15,15
67,10,24,24,35
13,0,11,11,11
61,0,0,0,2
35,9,9,11,15
122,0,1,20,49
45,0,5,8,13
0,0,0,0,0
204,9,18,24,57
139,0,12,21,99
100,0,0,6,47
256,0,40,57,93
127,9,19,23,42
0,0,0,0,0
5,0,0,0,1
58,12,34,39,40
16,0,0,0,0
17,0,7,7,7
92,22,33,47,55
66,0,0,0,32
33,0,20,20,23
54,0,23,27,31
97,0,45,56,67
33,8,15,17,18
0,0,0,0,0
166,32,55,59,72
55,0,32,38,46
17,0,4,4,16
9,0,8,8,8
43,0,0,0,22
7,0,2,2,2
9,0,0,0,0
0,0,0,0,0
21,0,0,0,0
69,19,22,22,44
46,0,1,17,23
113,0,14,18,47
0,0,0,0,0
16,1,2,3,4
11,0,0,0,0
58,0,26,35,42
41,0,6,6,22
29,9,9,9,9
136,0,0,0,0
56,31,32,32,43
11,0,0,0,0
11,0,2,2,5
155,46,48,48,62
39,5,9,11,19
16,0,6,6,10
0,0,0,0,0
98,29,34,51,56
0,0,0,0,0
121,0,6,13,38
60,30,32,35,38
165,38,57,62,71
13,2,8,9,10
81,0,0,0,19
19,0,13,14,15
54,30,32,34,41
36,19,27,29,34
9,5,5,5,5
0,0,0,0,0
60,0,0,0,18
11,0,0,0,0
13,8,8,9,10
349,63,94,102,149
95,26,32,34,45
289,13,25,27,112
0,0,0,0,0
61,0,0,0,10
247,23,37,51,109
70,0,10,27,47
86,0,0,0,7
9,0,0,2,2
18,0,0,0,10
158,18,43,52,85
40,19,21,22,29
56,0,0,0,0
0,0,0,0,0
39,17,19,19,23
0,0,0,0,0
114,4,51,56,78
69,0,0,0,0
154,0,0,24,36
68,24,28,37,39
33,23,26,26,27
247,42,74,99,114
23,0,7,8,18
0,0,0,0,0
0,0,0,0,0
353,15,35,38,69
10,0,0,0,0
67,0,0,0,0
45,21,23,25,35
195,0,0,0,86
100,0,0,0,13
30,3,4,5,10
95,19,35,41,57
9,0,5,7,7
5,0,0,0,0
21,6,7,8,15
36,2,2,2,4
17,0,0,0,0
2,0,1,1,1
0,0,0,0,0
13,0,1,2,10
0,0,0,0,0
113,26,38,43,78
111,24,36,41,76
132,0,2,11,44
18,0,12,12,13
102,0,0,0,22
15,1,1,9,10
98,2,29,52,64
29,18,19,20,27
22,13,14,14,19
349,27,112,116,148
0,0,0,0,0
0,0,0,0,0
61,22,24,25,36
18,0,3,7,9
44,8,31,33,36
27,0,13,15,25
40,7,12,12,19
44,8,14,15,39
4,1,1,1,4
116,0,3,12,36
0,0,0,0,0
130,0,19,35,57
28,9,9,9,15
