bookingStatus,status1Day,status2Days,status1Week,status1Month
75,0,0,3,37
12,0,0,0,0
35,0,22,26,28
108,0,0,0,28
106,0,0,1,74
74,6,18,20,25
198,0,0,11,36
127,0,80,90,95
98,21,34,43,60
48,0,0,0,0
59,0,0,0,4
34,10,11,11,22
26,9,9,11,11
95,0,0,0,34
3,0,3,3,3
183,15,44,59,78
44,22,24,25,31
0,0,0,0,0
35,6,16,17,20
5,0,0,0,1
38,0,0,0,17
223,0,26,46,137
155,57,67,85,131
40,0,0,8,31
227,28,35,41,77
142,39,61,75,103
167,84,97,100,115
44,0,0,4,9
88,16,28,32,46
63,18,27,38,44
5,0,0,0,0
34,0,0,2,4
132,0,15,25,86
115,0,32,36,52
16,0,0,0,0
106,0,9,37,41
32,6,12,13,21
161,80,90,98,135
79,0,3,14,40
49,0,0,1,5
226,83,97,151,154
33,0,0,0,20
29,0,0,0,12
213,66,102,111,168
9,0,1,1,3
123,0,0,0,25
111,0,13,17,78
170,0,0,0,42
0,0,0,0,0
95,0,2,8,29
60,0,0,0,0
22,0,13,15,17
51,6,10,11,23
0,0,0,0,0
26,2,10,10,12
54,22,34,44,44
19,0,0,1,9
60,0,0,0,8
5,0,0,0,2
13,0,0,0,13
72,0,0,0,6
33,0,0,0,0
14,0,0,0,0
31,14,22,22,25
25,0,0,1,6
186,79,79,88,126
124,51,61,64,92
29,0,0,0,0
109,0,55,72,85
28,0,0,0,5
64,0,27,37,45
60,31,32,40,47
177,0,0,23,67
124,18,79,81,99
69,0,0,0,29
76,25,27,31,46
114,0,0,0,14
11,0,0,0,0
23,0,12,12,13
77,0,32,39,54
115,0,0,0,46
22,0,5,7,16
25,1,3,6,8
324,24,28,51,77
46,21,23,24,30
0,0,0,0,0
29,0,5,10,11
36,0,12,13,17
22,12,12,13,13
270,28,29,37,60
11,0,9,11,11
19,0,0,0,6
33,0,0,0,14
48,2,4,4,15
56,0,0,0,12
56,0,33,37,49
45,0,0,0,9
123,0,0,0,0
207,63,70,79,83
4,0,0,0,0
136,0,0,0,30
100,0,0,0,8
80,0,25,26,41
209,44,69,78,126
55,0,0,0,7
13,0,1,2,5
74,0,0,0,7
10,0,6,6,6
172,0,64,81,105
11,0,1,3,7
33,8,8,9,14
60,0,7,9,28
160,0,0,8,53
162,0,29,33,85
147,0,17,23,78
75,0,0,0,5
129,19,63,64,73
1,0,1,1,1
0,0,0,0,0
94,0,0,0,0
19,0,2,3,6
31,17,22,22,25
163,10,13,15,22
13,0,0,0,3
66,0,0,0,3
34,7,9,9,10
116,0,0,0,0
102,0,0,0,0
13,0,0,0,0
9,0,0,0,1
240,0,0,0,27
10,0,3,3,7
206,113,120,124,134
8,4,4,4,6
0,0,0,0,0
146,0,35,44,59
4,0,2,2,3
129,0,20,35,76
58,0,0,0,16
173,0,0,5,29
41,4,5,9,19
18,0,15,15,16
71,0,1,6,27
20,0,0,0,0
36,0,0,0,1
0,0,0,0,0
144,0,18,22,37
69,0,11,13,14
0,0,0,0,0
57,0,4,4,17
12,0,0,0,6
6,0,5,5,6
87,0,0,0,14
110,0,10,11,38
14,7,7,7,10
39,0,0,5,9
32,0,0,0,0
32,22,24,24,26
117,50,54,62,73
112,39,83,85,93
25,0,0,2,6
0,0,0,0,0
99,0,0,0,18
169,0,17,23,55
12,0,0,0,0
17,0,10,12,16
0,0,0,0,0
5,0,5,5,5
4,0,4,4,4
23,0,0,0,0
1,0,0,0,0
138,0,0,0,0
101,41,64,65,80
19,0,6,6,12
41,0,0,0,0
77,29,40,42,44
19,0,2,2,2
67,0,0,0,5
1,0,1,1,1
101,63,64,65,67
50,0,0,0,4
44,0,0,0,0
136,0,0,3,50
127,39,39,56,65
10,3,5,5,5
22,9,9,9,9
8,6,7,7,7
68,0,17,21,30
5,0,3,3,3
69,2,6,7,14
121,33,44,50,59
91,0,58,64,70
157,0,0,0,0
65,2,20,23,34
28,0,0,2,14
80,0,0,0,15
37,0,23,25,35
21,0,0,0,8
65,0,0,0,0
34,0,7,14,16
168,36,56,56,74
237,0,18,23,82
36,6,13,14,25
7,0,6,6,6
25,6,16,19,20
118,0,0,1,16
0,0,0,0,0
0,0,0,0,0
18,0,0,0,0
2,0,0,0,0
17,9,11,12,15
46,0,0,0,0
0,0,0,0,0
343,0,45,71,125
136,0,0,0,49
19,9,9,9,10
0,0,0,0,0
75,0,0,0,0
0,0,0,0,0
258,58,84,105,134
140,0,7,17,43
64,0,0,0,22
8,3,3,4,6
46,10,32,35,35
122,7,13,22,48
80,24,24,24,26
19,5,9,10,10
206,73,91,97,107
33,3,10,13,26
34,0,0,0,2
38,0,0,6,11
24,0,0,0,1
282,46,58,63,73
1,0,0,0,0
184,15,20,25,28
35,0,0,3,17
17,10,10,11,11
88,40,41,44,47
41,0,0,0,5
71,0,50,50,51
204,5,28,41,73
0,0,0,0,0
20,1,1,4,9
172,44,50,57,71
123,0,9,14,59
39,11,16,19,30
44,13,18,18,21
126,27,59,88,100
75,0,0,0,18
183,0,11,30,76
13,0,0,0,3
80,0,0,0,0
32,0,0,0,0
268,0,13,37,67
1,0,0,0,0
53,0,4,4,28
43,16,22,23,25
102,0,0,8,19
26,0,0,0,9
20,0,0,0,0
194,0,23,28,90
11,0,0,0,1
88,4,11,34,61
88,12,56,57,61
14,0,0,0,0
1,0,0,0,0
43,0,0,7,12
20,0,0,0,0
9,0,4,4,4
29,0,19,19,23
9,0,0,0,8
1,0,0,0,0
11,0,0,0,0
28,0,0,0,0
4,0,2,2,4
46,0,0,0,0
87,0,9,15,32
0,0,0,0,0
20,4,7,7,14
0,0,0,0,0
248,148,152,160,190
18,0,0,0,0
20,2,3,5,5
69,0,29,30,38
169,0,0,0,19
0,0,0,0,0
226,0,0,30,63
8,0,0,0,3
16,0,0,0,0
307,0,64,70,157
8,0,3,3,3
83,56,59,60,66
10,0,0,0,0
9,0,0,0,1
236,28,69,75,112
0,0,0,0,0
14,0,1,1,1
36,13,18,20,27
20,0,0,0,12
99,0,38,44,63
0,0,0,0,0
15,3,10,11,12
4,0,0,0,0
147,24,36,37,78
32,11,24,25,27
0,0,0,0,0
216,19,36,49,83
4,0,0,0,2
0,0,0,0,0
3,0,0,0,0
0,0,0,0,0
37,17,20,21,25
34,0,0,0,12
6,0,0,0,0
70,0,19,29,35
20,0,0,0,3
1,0,1,1,1
5,0,0,0,0
9,0,2,4,7
14,4,9,9,12
33,13,22,22,22
20,0,0,0,0
20,3,5,7,10
2,0,0,0,0
0,0,0,0,0
30,0,0,0,22
15,7,9,9,10
0,0,0,0,0
25,6,11,14,16
19,0,8,8,10
0,0,0,0,0
27,16,20,20,22
4,0,2,3,3
19,0,11,15,16
9,0,0,0,1
7,0,7,7,7
29,0,0,0,19
3,0,0,1,2
19,0,10,10,10
0,0,0,0,0
7,1,1,1,1
0,0,0,0,0
19,0,11,18,18
51,0,0,0,0
45,0,0,0,1
38,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6,0,0,0,0
138,0,0,0,0
0,0,0,0,0
0,0,0,0,0
29,0,0,0,13
184,0,0,4,44
29,2,2,3,14
4,0,2,2,4
0,0,0,0,0
5,0,0,0,0
142,8,21,46,73
13,0,2,5,7
28,0,2,16,16
12,8,8,8,9
89,0,0,0,20
51,0,0,0,0
0,0,0,0,0
66,0,0,0,3
148,0,12,24,62
29,5,7,7,14
9,5,6,6,7
53,16,21,21,28
12,0,1,4,4
1,0,0,0,0
10,0,3,5,5
94,0,0,13,26
14,0,0,0,0
0,0,0,0,0
0,0,0,0,0
30,0,0,0,4
36,0,0,0,10
0,0,0,0,0
20,0,0,0,0
30,0,0,0,9
26,6,7,7,8
20,0,8,14,15
51,0,0,0,0
71,0,13,17,29
0,0,0,0,0
9,0,0,1,4
60,42,43,43,52
100,3,8,19,38
27,0,11,17,22
91,0,42,49,57
41,0,0,0,0
22,9,17,17,18
13,0,0,0,0
26,0,0,3,10
11,0,0,0,7
54,0,27,29,31
0,0,0,0,0
12,0,0,0,7
7,0,0,0,1
209,35,52,61,101
0,0,0,0,0
50,12,19,20,32
110,0,0,0,0
11,0,0,0,1
0,0,0,0,0
4,0,0,0,0
0,0,0,0,0
43,0,0,2,9
70,24,30,36,37
38,0,26,31,37
17,0,0,0,0
0,0,0,0,0
111,4,36,46,57
30,0,0,2,3
132,2,34,56,73
8,0,1,6,6
85,0,6,18,30
51,2,27,30,38
57,0,36,37,39
0,0,0,0,0
46,0,0,0,14
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
56,6,7,9,10
16,0,6,7,7
0,0,0,0,0
181,0,27,42,61
47,0,0,0,25
0,0,0,0,0
0,0,0,0,0
48,0,0,0,0
0,0,0,0,0
92,0,0,0,0
121,65,75,77,84
14,0,0,0,1
80,12,14,21,25
31,0,0,0,12
92,0,22,53,0
5,0,0,0,1
89,0,0,0,0
75,0,5,12,27
15,7,7,7,13
48,0,0,0,0
102,33,54,59,73
111,56,63,76,97
7,0,0,0,0
70,0,0,2,32
40,16,19,20,23
34,0,1,5,7
16,0,0,0,2
2,0,0,0,2
42,0,0,0,1
35,0,0,0,8
63,0,0,0,0
4,0,4,4,4
39,0,0,0,0
13,0,5,5,5
25,0,0,0,5
0,0,0,0,0
141,0,0,0,7
3,3,3,3,3
0,0,0,0,0
13,0,0,0,0
90,0,0,6,18
67,9,14,15,17
202,69,74,75,83
72,0,14,25,43
60,32,33,33,36
102,0,3,10,27
22,10,14,16,21
0,0,0,0,0
0,0,0,0,0
53,0,24,31,39
25,0,0,0,0
61,34,35,44,54
2,2,2,2,2
33,10,13,14,22
56,0,0,0,0
93,0,0,3,10
39,0,2,7,13
55,0,0,0,0
124,20,22,64,95
5,0,0,0,0
49,0,0,0,11
4,0,4,4,4
10,0,0,0,7
30,0,0,0,2
45,3,24,26,29
9,0,0,0,0
15,0,13,13,13
0,0,0,0,0
53,1,1,11,17
16,0,0,0,0
115,0,6,16,38
110,2,30,37,44
26,0,3,4,12
108,67,76,85,95
0,0,0,0,0
215,0,68,75,89
150,0,88,97,113
0,0,0,0,0
95,0,0,28,37
126,0,0,0,43
60,0,48,51,58
112,70,79,88,96
42,3,5,6,8
0,0,0,0,0
76,0,0,0,0
0,0,0,0,0
8,4,4,4,5
38,0,0,0,0
81,0,14,21,29
0,0,0,0,0
99,0,0,8,35
53,11,14,17,39
30,0,7,21,22
36,0,4,5,9
133,72,79,89,100
9,4,6,6,7
123,0,22,29,70
66,43,43,52,61
169,0,8,16,57
63,0,10,14,39
12,0,0,0,3
170,25,28,32,94
61,0,0,0,24
218,0,0,0,0
0,0,0,0,0
84,6,9,17,42
66,0,9,15,29
64,0,13,23,26
143,0,91,94,110
47,12,21,22,25
6,0,0,0,1
4,0,0,1,3
22,0,0,0,0
0,0,0,0,0
26,0,0,0,0
184,60,117,131,140
18,11,12,12,16
113,58,62,72,89
50,0,2,3,19
68,0,29,42,47
0,0,0,0,0
23,0,5,5,16
49,0,0,0,0
41,15,20,20,25
105,0,0,0,20
151,0,48,49,59
52,9,21,25,30
25,0,0,0,3
43,0,0,0,15
0,0,0,0,0
43,0,13,14,29
2,1,1,1,1
19,8,9,11,12
232,0,58,106,163
29,12,12,12,18
0,0,0,0,0
13,0,0,0,2
35,0,0,0,0
74,12,29,34,37
20,0,0,0,2
4,0,0,0,0
74,0,0,0,8
25,0,14,17,20
36,0,21,24,25
28,0,7,8,12
17,5,6,6,8
13,0,0,4,8
62,0,0,2,27
51,0,4,17,32
75,0,0,0,30
15,5,6,12,13
28,12,12,15,28
163,0,6,13,94
17,0,15,17,17
60,0,0,3,14
23,2,2,2,3
69,0,0,4,23
66,3,16,30,40
150,0,28,55,105
45,0,0,0,0
246,87,90,124,165
24,0,0,0,0
121,0,25,51,65
17,0,0,1,8
17,5,5,5,5
47,29,29,32,40
0,0,0,0,0
26,0,9,12,15
127,13,27,46,81
91,25,29,37,48
1,0,0,0,0
0,0,0,0,0
16,0,0,0,0
130,0,23,86,87
86,40,43,45,48
15,5,7,8,10
92,46,49,51,54
64,0,0,0,0
150,1,23,28,30
50,4,10,10,27
25,0,0,0,0
31,0,0,0,3
59,0,0,0,9
49,33,33,40,40
0,0,0,0,0
0,0,0,0,0
50,29,32,32,37
23,0,0,0,1
38,0,2,15,23
51,0,14,18,31
70,0,0,0,0
6,0,0,0,0
15,15,15,15,15
91,0,28,46,48
56,21,33,37,43
37,13,18,29,31
47,0,0,0,0
5,0,0,0,0
0,0,0,0,0
47,0,0,0,0
32,0,0,0,11
0,0,0,0,0
16,0,0,0,3
77,0,0,0,14
166,11,72,94,131
72,35,45,46,53
35,2,3,9,15
0,0,0,0,0
0,0,0,0,0
3,0,0,0,0
35,0,8,11,25
4,0,0,0,0
0,0,0,0,0
293,188,190,223,248
33,0,18,18,21
105,0,0,3,34
98,0,52,64,79
69,0,0,0,0
102,43,55,69,82
11,0,0,0,6
0,0,0,0,0
0,0,0,0,0
62,35,45,52,54
42,25,31,33,34
16,0,13,14,15
4,0,0,0,0
0,0,0,0,0
33,7,15,15,25
13,0,0,0,0
345,117,125,141,170
0,0,0,0,0
51,0,0,0,41
156,0,0,0,64
15,0,0,0,0
0,0,0,0,0
22,0,0,0,0
5,2,2,2,5
25,11,15,18,21
47,0,0,0,2
66,0,0,0,10
4,0,0,0,0
89,0,0,0,10
40,0,0,0,6
40,0,9,11,21
21,0,0,0,0
147,41,50,61,74
31,0,0,2,12
0,0,0,0,0
27,0,0,0,1
38,20,24,33,38
32,14,18,27,32
114,0,0,0,20
29,0,0,0,5
30,3,7,11,18
48,3,7,8,9
6,0,0,0,6
41,0,0,0,0
32,1,5,6,16
42,0,0,0,7
12,0,0,0,10
103,0,0,0,24
52,0,0,0,15
0,0,0,0,0
49,0,32,32,38
19,0,6,6,13
61,27,28,28,40
2,0,0,0,0
105,0,0,0,0
176,20,29,46,67
35,0,0,0,0
142,0,0,15,36
2,1,1,1,2
85,0,0,0,0
67,17,24,31,32
88,0,0,0,0
123,0,0,0,2
21,0,0,0,0
0,0,0,0,0
29,0,6,7,14
68,0,0,0,0
38,0,21,22,29
49,0,0,0,0
39,0,0,0,5
34,0,0,0,0
52,27,29,30,31
4,0,0,0,3
126,0,0,0,57
39,11,11,15,17
162,0,0,13,43
51,0,6,9,10
45,4,22,22,26
9,0,0,0,4
2,0,0,0,0
24,5,5,8,10
45,0,0,0,0
8,0,0,0,0
0,0,0,0,0
213,0,0,1,45
31,0,0,0,3
13,4,7,7,7
24,20,20,20,24
29,0,19,19,19
0,0,0,0,0
75,0,0,0,16
1,0,1,1,1
0,0,0,0,0
156,0,29,51,84
81,0,0,0,13
18,5,6,11,14
25,12,12,19,21
124,0,1,40,63
45,0,0,0,23
41,0,15,19,23
0,0,0,0,0
72,11,33,45,45
9,0,0,0,3
10,5,5,5,7
47,0,34,44,44
193,117,134,140,159
190,0,0,0,32
41,0,9,11,14
36,0,0,2,24
9,5,8,8,9
107,0,14,20,39
27,6,7,12,12
20,2,3,3,4
151,23,42,43,57
176,10,72,83,125
10,0,0,0,8
147,8,19,25,67
0,0,0,0,0
80,0,0,0,23
46,0,0,0,13
19,0,0,0,0
132,3,28,41,89
94,0,21,36,52
13,3,3,3,3
17,0,0,0,0
130,0,21,29,69
62,3,4,7,41
22,6,6,6,7
47,0,0,0,0
0,0,0,0,0
23,3,6,8,9
64,40,51,52,57
39,7,23,27,33
103,0,0,0,19
93,0,0,7,15
30,22,22,22,24
0,0,0,0,0
50,0,12,20,33
13,0,0,0,0
25,0,3,6,15
4,0,4,4,4
22,5,5,8,9
0,0,0,0,0
27,0,0,0,0
43,0,0,0,16
0,0,0,0,0
34,0,0,0,13
242,67,99,106,185
7,0,0,1,7
0,0,0,0,0
92,0,55,60,72
220,13,38,59,106
88,0,0,0,1
0,0,0,0,0
194,0,5,19,82
0,0,0,0,0
29,0,0,1,12
53,0,13,23,53
23,0,0,0,0
84,0,6,12,39
69,0,0,0,9
291,118,146,162,196
45,0,13,14,28
90,0,0,0,24
116,67,74,74,84
12,5,5,5,6
246,11,40,101,167
114,0,0,0,37
161,0,23,66,111
23,0,2,8,18
275,93,115,131,187
206,0,0,0,29
0,0,0,0,0
368,109,186,201,265
145,17,51,52,85
12,0,0,0,0
109,0,14,17,66
84,15,20,22,49
54,9,12,14,33
61,0,0,0,16
286,70,104,112,177
55,0,11,14,32
143,0,19,25,96
37,11,20,21,23
36,9,9,11,16
23,0,0,0,0
31,12,15,20,20
11,0,8,8,11
24,0,0,3,6
254,0,1,29,110
56,0,0,1,7
42,0,0,0,12
0,0,0,0,0
40,0,0,0,0
68,0,0,4,32
0,0,0,0,0
93,0,0,0,25
51,19,23,30,31
10,0,8,9,10
9,1,5,5,7
12,4,8,8,10
4,0,0,0,0
26,0,0,0,5
132,14,55,61,89
62,0,0,0,22
184,75,111,119,137
83,0,59,60,71
5,0,3,3,3
0,0,0,0,0
63,0,13,19,33
80,10,26,32,54
32,0,0,0,16
4,2,2,2,2
8,0,0,0,0
77,13,30,35,47
0,0,0,0,0
29,0,0,0,0
26,0,0,1,7
44,0,0,0,9
0,0,0,0,0
18,0,11,12,13
0,0,0,0,0
0,0,0,0,0
41,0,0,0,28
86,0,0,0,29
45,0,20,22,26
51,0,0,0,5
0,0,0,0,0
95,7,23,36,53
22,0,0,0,7
110,0,8,13,42
120,0,0,0,25
72,0,20,23,46
10,0,0,0,0
86,0,0,0,24
61,0,2,10,49
20,0,0,0,0
40,14,20,28,37
11,0,0,0,1
0,0,0,0,0
6,0,0,0,0
0,0,0,0,0
25,0,0,0,20
11,0,6,6,6
57,10,13,14,23
3,0,0,0,0
21,0,0,0,0
124,0,0,0,9
0,0,0,0,0
30,0,12,25,26
38,0,13,21,22
2,0,0,0,0
40,20,21,22,33
8,0,0,0,0
26,1,4,4,10
85,0,0,4,15
3,0,3,3,3
20,0,5,6,10
44,0,0,0,7
20,0,0,3,8
72,0,0,0,1
175,0,17,18,52
9,1,5,6,9
79,0,0,1,37
4,0,0,0,3
59,0,0,0,0
36,0,2,7,21
0,0,0,0,0
121,0,5,14,39
0,0,0,0,0
29,0,0,0,0
10,0,0,1,8
6,0,0,0,2
45,0,16,17,18
8,0,5,8,8
19,0,17,17,17
37,0,0,0,0
1,0,0,0,0
104,0,0,0,37
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
10,7,8,8,9
31,0,0,0,9
0,0,0,0,0
4,0,0,0,0
66,0,0,0,29
66,0,7,14,34
0,0,0,0,0
15,0,0,0,0
47,0,0,0,17
0,0,0,0,0
108,0,0,0,0
0,0,0,0,0
61,0,10,10,17
17,0,9,11,13
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
89,0,1,17,39
31,3,14,15,17
16,0,0,0,0
2,0,0,0,0
24,10,16,16,18
73,0,3,11,36
15,0,0,0,0
7,0,0,1,2
0,0,0,0,0
123,38,49,59,74
136,4,26,41,62
114,0,0,0,31
0,0,0,0,0
1,0,0,0,0
158,73,87,90,106
53,0,0,0,0
48,0,3,5,8
144,23,33,39,63
30,0,8,8,28
0,0,0,0,0
103,0,17,25,45
73,17,33,34,44
67,27,47,47,57
26,7,8,10,17
28,0,0,0,3
197,0,0,0,135
0,0,0,0,0
0,0,0,0,0
66,0,0,0,37
16,0,0,0,2
46,0,0,0,0
0,0,0,0,0
116,0,16,26,57
213,0,0,29,140
38,12,17,19,26
73,10,13,25,31
127,0,6,19,54
4,0,0,0,0
60,0,16,20,31
162,25,60,79,92
101,0,0,5,31
55,0,0,0,1
35,0,0,0,16
53,30,34,37,50
210,17,55,74,118
27,0,0,0,0
102,0,0,0,25
69,0,0,0,0
58,18,22,34,40
102,41,61,66,75
176,31,39,73,91
55,13,20,28,45
12,0,0,0,0
86,0,0,5,27
31,0,16,24,29
12,0,0,0,0
106,43,45,49,57
42,0,3,4,6
88,49,55,62,65
0,0,0,0,0
54,0,15,23,35
85,0,5,14,32
0,0,0,0,0
0,0,0,0,0
36,0,7,9,27
45,24,30,31,35
1,0,0,0,0
7,0,0,0,0
71,0,0,0,19
0,0,0,0,0
73,0,1,10,39
0,0,0,0,0
48,0,0,0,20
66,10,20,21,30
51,0,0,0,0
179,0,10,32,83
0,0,0,0,0
145,9,57,63,90
93,0,0,18,49
156,0,19,46,86
35,17,21,21,21
203,109,113,130,131
32,0,0,0,3
33,0,11,13,18
21,0,6,9,13
65,0,0,28,30
4,0,0,0,2
64,0,47,51,55
70,12,20,22,34
3,0,0,0,0
65,18,30,31,37
3,3,3,3,3
39,0,0,0,26
2,0,0,0,1
81,0,0,0,34
33,0,0,1,14
5,0,1,3,5
33,0,3,8,15
2,1,1,1,1
32,0,0,0,11
25,0,0,0,0
22,0,3,3,3
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
10,0,0,0,0
10,0,2,3,5
66,0,2,4,29
6,3,3,4,6
41,5,13,17,23
22,0,0,4,13
3,0,0,0,0
24,0,0,0,0
181,0,4,19,78
35,18,20,23,26
0,0,0,0,0
40,0,0,0,8
103,47,61,62,65
11,0,5,7,8
69,0,21,23,35
89,0,23,27,49
0,0,0,0,0
41,15,33,41,41
11,2,3,5,8
89,0,0,0,27
44,6,26,29,33
90,0,24,28,50
17,0,0,3,13
55,27,37,39,45
75,0,42,48,65
43,0,11,13,28
39,0,0,0,15
223,110,130,141,175
2,0,0,0,2
83,0,2,21,41
17,0,0,0,8
39,0,0,0,10
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
31,0,0,3,23
8,0,0,0,4
4,0,0,0,2
99,52,64,69,75
106,26,50,54,68
0,0,0,0,0
83,0,0,0,0
4,0,0,0,0
0,0,0,0,0
4,0,1,1,1
42,0,0,0,0
0,0,0,0,0
5,0,1,2,2
117,1,20,29,47
38,10,12,13,14
32,0,2,3,22
29,2,4,5,6
25,0,1,1,2
33,0,3,10,14
39,0,0,0,0
59,4,24,27,32
15,4,4,6,8
0,0,0,0,0
53,0,30,30,49
10,0,0,0,0
47,0,24,26,31
0,0,0,0,0
21,3,9,21,21
26,1,14,17,26
63,0,0,0,33
12,0,5,6,8
0,0,0,0,0
58,8,25,28,36
39,0,0,2,12
0,0,0,0,0
209,63,76,83,122
0,0,0,0,0
122,59,67,75,98
56,7,11,25,40
23,12,14,15,16
594,23,42,47,178
86,0,0,0,0
135,45,50,57,84
82,0,11,23,53
45,19,21,21,23
90,0,0,5,42
36,0,0,1,8
17,0,0,0,8
105,0,0,0,58
36,0,0,0,20
0,0,0,0,0
259,34,53,60,96
0,0,0,0,0
33,0,0,1,13
26,0,0,0,14
111,33,75,79,89
48,0,18,23,34
92,0,0,0,20
137,0,0,13,59
6,0,0,0,2
98,0,0,0,50
94,0,31,38,50
193,0,0,1,82
32,3,16,19,25
62,0,40,41,47
138,2,54,59,82
267,0,17,39,176
2,0,1,1,1
26,0,0,0,0
16,0,9,12,13
36,0,0,0,9
57,0,24,26,36
34,0,0,0,16
0,0,0,0,0
0,0,0,0,0
32,5,5,6,13
0,0,0,0,0
164,17,28,39,66
124,10,14,16,43
0,0,0,0,0
31,0,2,6,7
11,2,2,3,6
0,0,0,0,0
31,0,0,0,0
0,0,0,0,0
9,2,2,2,3
0,0,0,0,0
83,0,0,4,30
3,2,2,3,3
27,0,0,0,15
40,0,20,25,33
7,0,0,0,0
0,0,0,0,0
7,0,5,5,7
9,0,0,0,0
8,0,0,0,0
77,40,48,51,66
0,0,0,0,0
135,0,13,20,53
40,8,17,20,22
116,0,4,13,60
84,2,12,20,55
0,0,0,0,0
29,0,0,2,8
36,0,0,3,26
18,3,6,7,11
26,15,16,18,20
8,6,7,7,8
0,0,0,0,0
0,0,0,0,0
5,0,3,4,4
67,25,45,46,47
63,0,0,6,20
22,2,4,8,8
0,0,0,0,0
4,4,4,4,4
63,46,46,48,49
0,0,0,0,0
12,3,5,5,5
61,0,0,2,18
87,0,4,13,51
0,0,0,0,0
0,0,0,0,0
73,0,0,23,34
0,0,0,0,0
35,0,9,9,14
42,8,13,14,18
22,0,9,11,14
3,0,0,0,0
31,0,16,17,20
27,0,8,10,14
47,10,29,30,33
68,0,1,3,27
23,0,7,9,10
35,6,11,11,26
17,0,0,0,0
5,0,1,1,1
38,0,0,0,5
0,0,0,0,0
57,0,26,27,44
34,12,12,16,16
13,0,2,2,8
0,0,0,0,0
60,0,0,1,22
44,5,6,6,11
8,0,0,0,0
80,41,48,49,67
109,0,42,45,49
0,0,0,0,0
0,0,0,0,0
20,5,6,10,17
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
20,0,7,8,13
67,19,30,38,42
39,0,0,2,21
43,0,0,1,7
71,0,0,0,33
87,0,0,0,15
61,0,0,3,28
46,8,34,35,35
48,0,8,10,28
74,0,10,21,41
61,0,0,0,0
0,0,0,0,0
101,15,21,33,51
119,0,0,0,17
85,0,0,0,18
13,0,0,0,0
18,0,15,17,18
34,20,26,27,33
13,0,7,8,10
0,0,0,0,0
76,0,0,0,0
29,0,0,0,4
7,1,1,1,6
39,4,8,10,12
39,0,0,0,0
9,0,1,1,3
21,0,0,0,8
29,0,11,14,18
39,17,20,23,26
155,0,62,69,107
0,0,0,0,0
106,33,38,45,66
76,0,0,0,29
5,0,0,0,0
0,0,0,0,0
16,0,0,0,14
68,0,0,0,0
50,0,0,0,0
0,0,0,0,0
72,0,0,0,31
25,0,0,0,12
12,0,4,4,9
0,0,0,0,0
15,2,2,2,5
124,0,25,31,59
0,0,0,0,0
5,0,5,5,5
124,0,2,13,55
4,0,0,0,0
39,1,3,6,14
24,0,6,8,12
0,0,0,0,0
22,0,12,12,22
41,14,22,23,32
0,0,0,0,0
0,0,0,0,0
15,0,0,0,0
73,26,58,60,62
24,0,14,20,20
5,0,0,0,0
39,12,15,16,24
59,29,30,35,37
144,49,66,67,92
33,0,0,1,18
14,0,2,4,8
3,1,1,1,1
68,18,28,29,35
72,0,29,32,39
10,0,4,6,6
18,0,0,0,0
99,0,0,0,0
39,0,7,10,11
18,0,11,11,11
0,0,0,0,0
3,0,0,0,0
4,0,0,0,0
0,0,0,0,0
12,0,3,3,4
104,0,0,0,16
62,34,36,39,55
22,14,15,15,20
6,0,0,0,0
0,0,0,0,0
0,0,0,0,0
13,0,3,5,6
0,0,0,0,0
38,0,16,18,27
0,0,0,0,0
27,14,20,24,24
55,20,26,28,46
204,0,0,0,0
14,0,0,0,9
19,0,0,1,9
39,31,36,36,36
0,0,0,0,0
0,0,0,0,0
16,14,14,14,14
1,0,0,1,1
57,0,1,9,34
0,0,0,0,0
4,0,1,1,1
103,0,0,0,13
0,0,0,0,0
139,0,0,17,42
13,6,7,7,11
12,3,5,7,7
0,0,0,0,0
34,0,0,0,17
0,0,0,0,0
0,0,0,0,0
6,0,0,0,2
23,0,0,0,0
40,21,24,25,30
8,0,0,4,5
60,0,0,0,11
0,0,0,0,0
19,3,4,4,7
48,0,0,0,9
51,32,35,38,45
1,1,1,1,1
0,0,0,0,0
7,0,2,4,6
0,0,0,0,0
10,0,6,6,10
15,0,2,4,9
24,0,0,0,6
21,0,0,0,2
14,0,0,0,5
0,0,0,0,0
5,0,0,0,0
60,22,40,46,47
0,0,0,0,0
16,0,0,0,6
13,0,0,0,4
64,0,0,5,24
0,0,0,0,0
18,0,0,0,5
33,0,20,20,20
159,64,68,73,83
64,7,50,57,57
105,0,0,2,65
65,0,34,34,46
5,2,3,4,4
25,0,0,3,9
1,1,1,1,1
52,0,34,36,43
34,9,11,13,25
0,0,0,0,0
0,0,0,0,0
41,1,2,3,12
90,0,0,0,0
0,0,0,0,0
0,0,0,0,0
17,0,0,0,0
23,4,4,4,4
6,3,3,4,5
58,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
27,0,3,6,11
0,0,0,0,0
